"state_sentiment","follower_sentiment","minus_sentiment","comment_variance","frequency","topword_sentiment","num_nodes","num_edges","density","avg_degree_centrality","avg_betweenness_centrality","avg_closeness_centrality","y_var_logi","resilience_loss","u0","v0"
0.407679974650651,1.34739256134593,-0.981493682040394,-0.87665424607046,-0.296270789788097,3.61111380058738,-0.291515295294283,-0.292992753083442,3.96695646211921,3.96695646211921,-1.44368449777299,3.62060761958532,"1",0.182232303399054,0.453102818935782,-0.135535393035924
-3.49260927976192,-0.105829471163787,2.06043675801288,0.468837495502365,-0.308022091170959,-0.13322116511702,-0.271115606403379,-0.275337768547017,0.895710359417376,0.895710359417376,1.88246101344739,0.462043192332946,"0",0.0565245249041007,-0.0452712353769915,-0.386950950386512
0.258775985544795,1.72811519118958,-1.5184648631454,-1.96041845861416,-0.304664576490141,4.21627354259155,-0.284715398997315,-0.287107758237967,2.26070862728486,2.26070862728486,1.88246101344739,2.15248338381064,"1",0.0785261729082841,0.534522105004613,0.342947654516657
-3.68707930148034,1.13447429795367,3.32233168235618,-1.5636725185231,-0.313058363192186,3.48677023672641,-0.257515813809444,-0.257682784010593,0.554460792450505,0.554460792450505,0.171871893391193,0.80685648419205,"1",-0.246822625042262,0.44001775841999,-0.993645250046313
0.407679967306456,-0.707094915056911,0.568490816921338,0.268303257614538,-0.314737120532595,-1.84357703850174,-0.250715917512476,-0.257682784010593,0.127898833741916,0.127898833741916,0.872738268969772,-0.0836346180688803,"0",0.217503833618258,-0.271963947244196,-0.0649923330918026
0.407678401798451,0.943305472566269,-0.676637450814962,0.292247223777812,-0.247586826916237,-0.13322116511702,-0.216716436027636,-0.228257809783219,-0.36428804169107,-0.36428804169107,-0.048098968589616,-0.256397192832385,"1",0.145624078825144,-0.0405729983954867,0.208751842713143
0.407679974712895,-0.0440646351890093,0.0682752397580153,-2.12560564640641,-0.341597237979139,-0.430052024894313,-0.257515813809444,-0.263567778856068,0.310711101759883,0.310711101759883,1.1221991823113,0.0256098967890205,"0",0.211913706126271,-0.0837447761381872,-0.0761725876319177
0.358026741891214,-2.05551520759276,1.50251345418757,-0.558574767641004,-0.279483216384007,-0.13322116511702,-0.230316228621572,-0.240027799474169,-0.221106405201474,-0.221106405201474,0.310101317234117,-0.311153016384618,"0",0.0497801325009723,-0.0417475576408629,-0.400439735101332
0.406420174443899,-2.24699070452278,1.72813462824352,1.65914653228574,-0.334882208617503,4.68875802071583,-0.243916021215508,-0.251797789165118,-0.0142884858276131,-0.0142884858276131,0.615357961553909,-0.136063219014585,"0",0.0997638633251085,0.601156174477907,-0.300472273469853
0.407679974712899,0.229885438152776,-0.13840325082448,-1.01633873788127,-0.284519488405234,-0.13322116511702,-0.23711612491854,-0.245912794319644,-0.128038341483237,-0.128038341483237,0.274824016357537,-0.0705447098443339,"1",0.249293340781865,-0.042334837263551,-0.00141331819573626
0.407666837339648,-2.1887241548919,1.68626698102785,1.28738889734859,-0.341597237979139,-0.13322116511702,-0.284715398997315,-0.287107758237967,2.26070862728486,2.26070862728486,1.88246101344739,2.15248338381064,"0",0.10144885291514,-0.0464457946223677,-0.297102294071838
0.407679974712703,0.724007484370135,-0.511187960936308,0.245824831401875,-0.202260378725195,-0.13322116511702,-0.230316228621572,-0.240027799474169,-0.221106405201474,-0.221106405201474,-0.375286242653718,0.518537953361694,"1",0.180712116271329,-0.0417475576408629,0.138575767365552
0.39730047686602,2.33802363203767,-1.74627225628428,-2.61782373224069,-0.292913275107279,-0.13322116511702,-0.284715398997315,-0.287107758237967,2.26070862728486,2.26070862728486,1.88246101344739,2.15248338381064,"1",0.0692487865285643,-0.0464457946223677,0.361502427058928
0.182853217538983,-0.856190421106107,0.303898426252257,0.355031894727411,-0.296270789788097,-0.13322116511702,-0.257515813809444,-0.263567778856068,0.310711101759883,0.310711101759883,1.31226464009532,-0.0746416624310026,"0",0.227965717404493,-0.0440966761316153,0.0440685653907849
