"state_sentiment","follower_sentiment","minus_sentiment","comment_variance","frequency","topword_sentiment","num_nodes","num_edges","density","avg_degree_centrality","avg_betweenness_centrality","avg_closeness_centrality","resilience_loss","v0","u0"
0.408447037066247,1.3488172846595,-0.98204559445792,-0.881129005930563,-0.296947163234462,3.60491920515466,-0.292027032532028,-0.293507496833931,4.07929619362109,4.07929619362109,-1.45095221828936,3.70645598957632,0.0639661928355222,-0.328853626981225,0.46044509011737
-3.48655628588538,-0.103345680077488,2.05631089171239,0.465291229382929,-0.308681580726232,-0.133440411829776,-0.27165766753923,-0.275878731423469,0.931296644017475,0.931296644017475,1.88111918595564,0.483462979699004,0.067670492298758,-0.364659015402484,-0.0458472067698003
0.259744852552137,1.7292624544464,-1.5183858899212,-1.96564109990424,-0.305328890014298,4.2091132107803,-0.285237244201095,-0.28763124169711,2.33040755495242,2.33040755495242,1.88111918595564,2.20838486944742,0.0532607659096187,0.322308251696364,0.543148560786176
-3.68076274889341,1.13605419017188,3.31672321993667,-1.56862137431853,-0.313710616794134,3.48077407336827,-0.258078090877365,-0.258249966013006,0.58151891628374,0.58151891628374,0.167482463772498,0.835309793329278,-0.239426507956767,-1.00778437673901,0.447114710473328
0.408447029732006,-0.704172938448898,0.566117832908729,0.264618607305207,-0.315386962150101,-1.841066835827,-0.251288302546432,-0.258249966013006,0.14429675661657,0.14429675661657,0.869597509666978,-0.073345598715889,0.193832141137115,-0.045998130714684,-0.276151982461583
0.408445466345682,0.945024683304008,-0.677547537797227,0.288579096663698,-0.248333147911413,-0.133440411829776,-0.217339360891769,-0.228868690328903,-0.360190350691702,-0.360190350691702,-0.052880300424324,-0.24963219462223,0.14038369977963,0.21923260044074,-0.0411250615552801
0.408447037128407,-0.0416258565961948,0.0664899573511966,-2.13094227967813,-0.342208487845576,-0.429797577903311,-0.258078090877365,-0.264126221149827,0.331677682188214,0.331677682188214,1.11950286498535,0.0381272921697779,0.221929020408705,-0.0561359286811844,-0.0849431971588818
0.358861097670984,-2.05161053980338,1.49904309010759,-0.56283002797121,-0.28018370967479,-0.133440411829776,-0.230918937553634,-0.240621200602544,-0.213430464929295,-0.213430464929295,0.305958158494367,-0.30550493067797,0.0568627988788483,-0.386274402242303,-0.0423055978589101
0.407188944224543,-2.24294649472018,1.72439918260202,1.65642167179516,-0.335503106421707,4.68084368063678,-0.244498514215499,-0.252373710876186,-0.00144396327248616,-0.00144396327248616,0.611758651005163,-0.126843641341743,0.0516721893577651,-0.284481458000023,0.610800867989495
0.408447037128411,0.232124569556432,-0.139945707365126,-1.02090989088323,-0.285212745742691,-0.133440411829776,-0.237708725884567,-0.246497455739365,-0.118036539183731,-0.118036539183731,0.270618007237223,-0.0599886817748758,0.244713855582579,0.0105604666989898,-0.0428958660107252
0.408433917559802,-2.18472240812906,1.6825807255448,1.28440749523355,-0.342208487845576,-0.133440411829776,-0.285237244201095,-0.28763124169711,2.33040755495242,2.33040755495242,1.88111918595564,2.20838486944742,0.0904332667912205,-0.319133466417559,-0.0470277430734304
0.408447037128215,0.725886513378398,-0.512292433969944,0.242124669233649,-0.203071823300299,-0.133440411829776,-0.230918937553634,-0.240621200602544,-0.213430464929295,-0.213430464929295,-0.38065049450157,0.541110124179998,0.179412223628612,0.141175552742776,-0.0423055978589101
0.398081606267501,2.33872641099713,-1.74592563291708,-2.6235000341983,-0.293594472522527,-0.133440411829776,-0.285237244201095,-0.28763124169711,2.33040755495242,2.33040755495242,1.88111918595564,2.20838486944742,0.0794691449657737,0.341061710068453,-0.0470277430734304
0.183924980132222,-0.853159787842756,0.301836310953009,0.351407093909688,-0.296947163234462,-0.133440411829776,-0.258078090877365,-0.264126221149827,0.331677682188214,0.331677682188214,1.30990694522792,-0.0641692042409376,0.215367725806809,0.0692645483863811,-0.0446666704661703
0.408447001610278,1.19914790453977,-0.869179718319924,-1.32737691865802,-0.330474070353805,-0.133440411829776,-0.278447455870163,-0.28175498656029,1.45596323561808,1.45596323561808,1.04810133489439,1.68405997740231,0.169529782102153,0.160940435795694,-0.0464374749216154
0.408444152718427,-1.49256761052243,1.16064277781739,-2.33535044636765,-0.332150415709773,2.39450417023727,-0.27165766753923,-0.275878731423469,0.931296644017475,0.931296644017475,1.21470490510664,0.890082283733991,0.0557416077911556,-0.386905535095321,0.297714006162217
-0.150691987931587,0.0778687703120446,-0.961569442959535,0.102403785906075,-0.244980457199479,-1.90531345645783,-0.251288302546432,-0.258249966013006,0.14429675661657,0.14429675661657,1.2861064351976,-0.382384432764131,0.0489264803387086,0.401337962599306,-0.28488344242605
0.408444647120299,-1.10155443254929,0.865779900683087,0.911231594092871,-0.281860055030757,-0.133440411829776,-0.244498514215499,-0.252373710876186,-0.00144396327248616,-0.00144396327248616,0.532423617570759,-0.0715531658132023,0.195690233994388,-0.108619532011223,-0.0434861341625402
0.408196108691356,-0.572272025475261,0.466230212051139,0.436581861513397,-0.275154673606888,-0.133440411829776,-0.16981084257524,-0.181858649234336,-0.615089099647461,-0.615089099647461,-0.290572966109302,-0.764168168457202,0.200615054934906,-0.098769890130189,-0.0364029163407598
0.408447037128411,0.34198605116952,-0.22279243860957,-0.409667229121292,-0.115901864790005,-0.133440411829776,-0.0611742292803183,-0.0525810362242793,-0.817591994651202,-0.817591994651202,-0.800404944127239,-0.8436059649352,0.244232783596981,-0.0115344328052251,-0.0234170170008291
0.408446860963693,0.124643001132114,-0.0588939682420617,0.162213793801041,-0.0371136330595466,-0.133440411829776,-0.203759784229904,-0.21123992491844,-0.417846020098362,-0.417846020098362,-0.542871220209402,0.180110571895216,0.239467564522904,0.0210648671146778,-0.039354257099835
0.408447037128362,0.272406713759678,-0.170322541226865,0.428700212295638,-0.0589061226871201,-0.133440411829776,-0.047594652618453,-0.0584572913611001,-0.861376404381741,-0.861376404381741,-0.852158921841347,-0.842827515095995,0.234233256240499,0.0315334875190013,-0.0240072851526441
0.130390826532698,-0.977558517408234,0.30584277320198,0.830364036335649,-0.224864312927872,-2.14893777242366,-0.264867879208297,-0.270002476286648,0.58151891628374,0.58151891628374,1.88111918595564,-0.0160237634712448,0.152975664953889,0.155473566219191,-0.319173828560531
0.407918347185487,-0.193350510112381,0.180018907784382,0.455255334835288,-0.0488480505513169,-0.133440411829776,-0.190180207568038,-0.199487414644799,-0.511536482884184,-0.511536482884184,-0.382729326928461,-0.322882798156164,0.245796218832197,-0.00839841645924337,-0.0381737207962049
0.408353771589823,-0.0405303831408335,0.0655074072404502,0.0610384444474045,-0.258391220047216,-0.133440411829776,-0.224129149222702,-0.234744945465723,-0.292925403050599,-0.292925403050599,0.351395495824981,-0.498330661167231,0.227318337856236,0.0453633242875116,-0.0417153297070951
0.407613910317919,0.500169879337092,-0.343476693237985,-1.37153705833284,-0.310357926082199,-0.133440411829776,-0.264867879208297,-0.264126221149827,0.931296644017475,0.931296644017476,0.38168705404539,1.04044874048329,0.236169472235632,-0.027661051728821,-0.0446666704661703
0.408447037128411,-0.0467666341173031,0.0703666264751349,-0.501996014833564,-0.19636644187643,-0.133440411829776,-0.149441477582443,-0.152477373550232,-0.648924473767741,-0.648924473767741,-0.670144972235335,-0.366741386380641,0.208196660036341,-0.0836066799273186,-0.0334515755816847
